en_src_word,en_word,de_word,bn_word,ru_word
appraise,appraise,bewerten,মূল্যাবধারণ করা,оценивать
appraiser,appraiser,gutachter,মূল্যনির্ণায়ক,оценщик
appreciable,appreciable,nennenswert,উপলব্ধিজনক,заметный
appreciate,appreciate,schätzen,তারিফ করা,ценить
appreciative,appreciative,dankbar,রসিক,признательный
apprehend,apprehend,begreifen,ধরা,предчувствовать
apprehension,apprehension,auffassung,চেতনা,опасение
apprehensive,apprehensive,besorgt,সহজে বুঝিতে সক্ষম,опасающийся
apprentice,apprentice,lehrling,শিক্ষানবিশ,подмастерье
approach,approach,ansatz,অভিগমন,подход
approachable,approachable,zugänglich,অভিগম্য,доступный
approaching,approaching,annäherung,সমীপবর্তী,приближается
appropriate,appropriate,angemessen,যথাযথ,подходящее
appropriation,appropriation,aneignung,গ্রাহ,присвоение
approver,approver,genehmiger,রাজসাক্ষী,утверждающий
approvingly,approvingly,zustimmend,অনুমোদন,одобрительно
approximate,approximate,ungefähr,আনুমানিক,приближенный
apt,apt,geeignet,কার্যক্ষম,склонный
aptly,aptly,passend,যথাযোগ্যভাবে,метко
aquaculture,aquaculture,aquakultur,জলজ পালন,аквакультура
aquatic,aquatic,wasser-,জলজ,водный
aquatics,aquatics,wassersport,জলক্রীড়া,водные виды спорта
aqueduct,aqueduct,aquädukt,নালা,акведук
arbitrariness,arbitrariness,willkür,স্বেচ্ছাচার,произвольность
arbitrary,arbitrary,willkürlich,অবাধ,произвольный
arbor,arbor,laube,কুঁজ,оправка
arcade,arcade,arkade,তোরণ - শ্রেণী,аркада
arch,arch,bogen,খিলান,арка
archaeologically,archaeologically,archäologisch,প্রত্নতাত্ত্বিক,археологически
archaic,archaic,archaisch,সেকেলে,архаичный
archangel,archangel,erzengel,শ্রেষ্ঠ শ্রেণীর দেবদূত,архангел
archbishop,archbishop,erzbischof,বিশপদের অব্যবহিত ঊর্ধ্বতন যাজকবিশেষ,архиепископ
archdeacon,archdeacon,archidiakon,ডিকনদের অব্যবহিত ঊর্ধ্বতন যাজকবিশেষ,архидиакон
archduke,archduke,erzherzog,কোন-কোন নৃপতির খেতার,эрцгерцог
arched,arched,gewölbt,নমিত,арочный
archery,archery,bogenschießen,ধনুর্বিদ্যা,стрельба из лука
arches,arches,bögen,খিলান,арки
archetypal,archetypal,archetypisch,আদিরূপাত্মক,исконный
archipelago,archipelago,archipel,দ্বীপমালা,архипелаг
architect,architect,architekt,স্থপতি,архитектор
architectural,architectural,architektonisch,স্থাপত্য,архитектурный
archives,archives,archiv,নথিপত্র,архив
area,area,bereich,এলাকায়,площадь
areola,areola,warzenhof,ব্রণ বা ফোড়ার চারপাশের গোলাকার লালচে জায়গা,ареолы
arguably,arguably,wohl,তর্কসাপেক্ষে,спорно
argue,argue,streiten,তর্ক করা,спорить
argumentative,argumentative,argumentativ,বিতর্কমূলক,аргументированный
arid,arid,trocken,শুষ্ক,засушливый
arisen,arisen,entstanden,উদিত,поднявшийся
aristocracy,aristocracy,adel,অভিজন,аристократия
aristocratic,aristocratic,aristokratisch,সম্ভ্রান্ত,аристократический
arithmetic,arithmetic,arithmetik,পাটীগণিত,арифметика
armchair,armchair,sessel,আরামকেদারা,кресло
armed,armed,bewaffnet,সশস্ত্র,вооруженный
arming,arming,bewaffnung,অস্ত্রশস্ত্র,вооружение
army,army,armee,সেনা,армия
aromatic,aromatic,aromatisch,সৌরভযুক্ত,ароматический
arouse,arouse,erregen,জাগানো,пробуждать
arrangement,arrangement,anordnung,ব্যবস্থা,договоренность
arrest,arrest,festnahme,গ্রেফতার,арестовывать
arrival,arrival,ankunft,আগমন,прибытие
arrive,arrive,ankommen,পৌঁছা,прибыть
arrogantly,arrogantly,arrogant,অহংকারী,высокомерно
arrow,arrow,pfeil,তীর,стрела
art,art,kunst,শিল্প,изобразительное искусство
artful,artful,kunstvoll,ছলনাময়,ловкий
arthritic,arthritic,arthritisch,বাত,подагрический
articulate,articulate,artikulieren,গ্রন্থিবদ্ধ,артикулировать
articulated,articulated,artikuliert,আর্টিকুলেটেড,сочлененный
articulation,articulation,artikulation,স্পষ্ট উচ্চারণ,сочленение
artifice,artifice,kunstgriff,কারচুপি,выдумка
artificially,artificially,künstlich,কৃত্রিমভাবে,искусственно
artillery,artillery,artillerie,আর্টিলারি,артиллерия
artilleryman,artilleryman,artillerist,গোলন্দাজ,артиллерист
artist,artist,künstler,শিল্পী,художник
artistically,artistically,künstlerisch,সুকৌশলে,художественно
artistry,artistry,kunst,কারুকার্য,артистичность
artless,artless,kunstlos,আলাভোলা,бесхитростный
arts,arts,kunst,কলা,искусства
arugula,arugula,rucola,আরুগুলা রঙ,руккола
as,as,wie,যেমন,в виде
asbestos,asbestos,asbest,অ্যাসবেসটস,асбест
ascendant,ascendant,aufsteigend,উদীয়মান,господствующий
ascendency,ascendency,aszenz,উদয়,могущественное влияние
ascending,ascending,aufsteigend,ঊর্ধ্বগামী,восходящий
ascension,ascension,aufstieg,উত্তরণ,вознесение
ascent,ascent,aufstieg,চড়াই,восхождение
ascertain,ascertain,ermitteln,নিরূপণ করা,определять
ascribe,ascribe,zuschreiben,আরোপ করা,приписывать
asexual,asexual,asexuell,অযৌন,бесполый
asexuality,asexuality,asexualität,অযৌনত্ব,асексуальность
ashamed,ashamed,beschämt,লজ্জিত,совестно
ashore,ashore,an land,ডাঙায়,на берег
ashy,ashy,aschi,ভস্মতুল্য,пепельный
aside,aside,beiseite,সরাইয়া,в стороне
asinine,asinine,asinin,গর্দভের,ослиный
ask,ask,fragen,জিজ্ঞাসা করা,просить
askew,askew,schief,তির্যগ্ভাবে,косо
asleep,asleep,schlafend,ঘুমন্ত,спящий
asocial,asocial,asozial,সমাজবিরোধী,недружелюбный
aspen,aspen,espe,কস্পমান,осина
aspiring,aspiring,aufstrebend,উচ্চাকাঙ্ক্ষী,стремящийся
ass,ass,arsch,গাধা,жопа
assassinate,assassinate,ermorden,গুপ্তহত্যা করা,убивать
assassination,assassination,ermordung,গুপ্তহত্যা,убийство
assemble,assemble,montieren,জড় করা,собирать
assembly,assembly,versammlung,সমাবেশ,сборка
assemblyman,assemblyman,abgeordnete,এসেম্বলির,член местного законодательного `органа
assertion,assertion,behauptung,কথন,утверждение
